CONCEPT 	 Soundex 	 Metaphone
roast_beef_sandwich 	 R230_B100_S532 	 RST_BF_SNTWX
roast_chicken 	 R230_C250 	 RST_XKN
roast_dinner 	 R230_D560 	 RST_TNR
roast_duck 	 R230_D200 	 RST_TK
roast_fowl 	 R230_F400 	 RST_FL
roast_lamb 	 R230_L510 	 RST_LM
roast_meat 	 R230_M300 	 RST_MT
roast_pig 	 R230_P200 	 RST_PK
roast_pork 	 R230_P620 	 RST_PRK
roast_swan 	 R230_S500 	 RST_SWN
roast_turkey 	 R230_T620 	 RST_TRK
roasted_chicken 	 R233_C250 	 RSTT_XKN
roasted_coffee 	 R233_C100 	 RSTT_KF
roasted_corn 	 R233_C650 	 RSTT_KRN
roasted_garlic 	 R233_G642 	 RSTT_KRLK
roasted_lamb 	 R233_L510 	 RSTT_LM
roasted_malt 	 R233_M430 	 RSTT_MLT
roasted_meat 	 R233_M300 	 RSTT_MT
roasted_pepper 	 R233_P160 	 RSTT_PPR
roasted_pork_loin 	 R233_P620_L500 	 RSTT_PRK_LN
roasted_squab 	 R233_S100 	 RSTT_SKB
roasted_tomato 	 R233_T530 	 RSTT_TMT
roasted_turkey 	 R233_T620 	 RSTT_TRK
roastery 	 R236 	 RSTR
roasting_pan 	 R235_P500 	 RSTNK_PN
roasting_tin 	 R235_T500 	 RSTNK_TN
roasting_tray 	 R235_T600 	 RSTNK_TR
rob 	 R100 	 RB
rob_bank 	 R100_B520 	 RB_BNK
rob_mariano 	 R100_M650 	 RB_MRN
rob_smyth 	 R100_S530 	 RB_SM0
robarts_library 	 R163_L166 	 RBRTS_LBRR
robben_island_prison 	 R150_I245_P625 	 RBN_ISLNT_PRSN
robber 	 R160 	 RBR
robber_fly 	 R160_F400 	 RBR_FL
robbery 	 R160 	 RBR
robbery_attempt 	 R160_A351 	 RBR_ATMPT
robbery_homicide 	 R160_H523 	 RBR_HMST
robbery_suspect 	 R160_S212 	 RBR_SSPKT
robbie 	 R100 	 RB
robe 	 R100 	 RB
robeline 	 R145 	 RBLN
robertson_stadium 	 R163_S335 	 RBRTSN_STTM
robinia_pseudoacacia 	 R150_P232 	 RBN_PSTKX
robinson 	 R152 	 RBNSN
robitussin 	 R132 	 RBTSN
robot 	 R130 	 RBT
robot_controller 	 R130_C536 	 RBT_KNTRLR
robot_sidekick 	 R130_S322 	 RBT_STKK
robotic 	 R132 	 RBTK
robotic_arm 	 R132_A650 	 RBTK_ARM
robotic_device 	 R132_D120 	 RBTK_TFS
robotic_exoskeleton 	 R132_E224 	 RBTK_EKSSKLTN
robotic_prosthetic 	 R132_P623 	 RBTK_PRS0TK
robotic_rover 	 R132_R160 	 RBTK_RFR
robotic_telescope 	 R132_T421 	 RBTK_TLSKP
robotic_vacuum 	 R132_V250 	 RBTK_FKM
robotic_vacuum_cleaner 	 R132_V250_C456 	 RBTK_FKM_KLNR
robotman 	 R135 	 RBTMN
robotnik 	 R135 	 RBTNK
robuchon 	 R125 	 RBXN
robust 	 R123 	 RBST
robust_estimation 	 R123_E235 	 RBST_ESTMXN
robustious 	 R123 	 RBSXS
robustness 	 R123 	 RBSTNS
robyn_beck_afp_getty 	 R150_B200_A100_G300 	 RBN_BK_AFP_JT
roc 	 R200 	 RK
roc_air_force 	 R200_A600_F620 	 RK_AR_FRS
roc_flag 	 R200_F420 	 RK_FLK
roc_navy 	 R200_N100 	 RK_NF
rocaberti 	 R216 	 RKBRT
rocawear 	 R260 	 RKWR
rochalimaea_quintana 	 R245_Q535 	 RXLM_KNTN
roche 	 R200 	 RX
rochester_philharmonic 	 R223_P465 	 RXSTR_FLHRMNK
rocinante 	 R255 	 RSNNT
rock 	 R200 	 RK
rock-bottom 	 R213 	 RKBTM
rock-loving 	 R241 	 RKLFNK
rock-ribbed 	 R261 	 RKRBT
rock_anthem 	 R200_A535 	 RK_AN0M
rock_band 	 R200_B530 	 RK_BNT
rock_band_nine_inch 	 R200_B530_N500_I520 	 RK_BNT_NN_INX
rock_chair 	 R200_C600 	 RK_XR
rock_chick 	 R200_C200 	 RK_XK
rock_climb 	 R200_C451 	 RK_KLM
rock_climber 	 R200_C451 	 RK_KLMBR
rock_concert 	 R200_C526 	 RK_KNSRT
rock_crab 	 R200_C610 	 RK_KRB
rock_cress 	 R200_C620 	 RK_KRS
rock_cress_plant 	 R200_C620_P453 	 RK_KRS_PLNT
rock_crystal 	 R200_C623 	 RK_KRSTL
rock_formation 	 R200_F653 	 RK_FRMXN
rock_group 	 R200_G610 	 RK_KRP
rock_ledge 	 R200_L320 	 RK_LJ
rock_music 	 R200_M220 	 RK_MSK
rock_musician 	 R200_M225 	 RK_MSXN
rock_out 	 R200_O300 	 RK_OT
rock_overhang 	 R200_O165 	 RK_OFRHNK
rock_phosphate 	 R200_P213 	 RK_FSFT
rock_plant 	 R200_P453 	 RK_PLNT
rock_quarry 	 R200_Q600 	 RK_KR
rock_roll 	 R200_R400 	 RK_RL
rock_rose_helianthemum 	 R200_R200_H453 	 RK_RS_HLN0MM
rock_samphire 	 R200_S516 	 RK_SMFR
rock_star 	 R200_S360 	 RK_STR
rock_strewn 	 R200_S365 	 RK_STRN
rock_wallaby 	 R200_W410 	 RK_WLB
rockabilly_singer 	 R214_S526 	 RKBL_SNJR
rocker 	 R260 	 RKR
rocker_arm 	 R260_A650 	 RKR_ARM
rocker_switch 	 R260_S320 	 RKR_SWX
rocket 	 R230 	 RKT
rocket_barrage 	 R230_B620 	 RKT_BRJ
rocket_booster 	 R230_B236 	 RKT_BSTR
rocket_engine 	 R230_E525 	 RKT_ENJN
rocket_frog 	 R230_F620 	 RKT_FRK
rocket_launcher 	 R230_L526 	 RKT_LNXR
rocket_motor 	 R230_M360 	 RKT_MTR
rocket_propellant 	 R230_P614 	 RKT_PRPLNT
rocket_propelled_grenade 	 R230_P614_G653 	 RKT_PRPLT_KRNT
rocket_propelled_grenade_rpg 	 R230_P614_G653_R120 	 RKT_PRPLT_KRNT_RPK
rocket_racer 	 R230_R260 	 RKT_RSR
rocketship 	 R232 	 RKTXP
rockface 	 R212 	 RKFS
rockfall 	 R214 	 RKFL
rockfoil 	 R214 	 RKFL
rocking_chair 	 R252_C600 	 RKNK_XR
rocking_horse 	 R252_H620 	 RKNK_HRS
rocking_motion 	 R252_M350 	 RKNK_MXN
rocknroll 	 R256 	 RKNRL
rockpocket 	 R212 	 RKPKT
rockslide 	 R243 	 RKSLT
rockstar_energy 	 R236_E562 	 RKSTR_ENRJ
rocktron 	 R236 	 RKTRN
rockweed 	 R230 	 RKWT
rocky 	 R200 	 RK
rocky_beach 	 R200_B200 	 RK_BX
rocky_cliff 	 R200_C410 	 RK_KLF
rocky_coast 	 R200_C230 	 RK_KST
rocky_desert 	 R200_D263 	 RK_TSRT
rocky_hill 	 R200_H400 	 RK_HL
rocky_horror_glee 	 R200_H660_G400 	 RK_HRR_KL
rocky_islet 	 R200_I243 	 RK_ISLT
rocky_ledge 	 R200_L320 	 RK_LJ
rocky_mountain_front 	 R200_M535_F653 	 RK_MNTN_FRNT
rocky_mountain_national 	 R200_M535_N354 	 RK_MNTN_NXNL
rocky_mountain_spotted_fever 	 R200_M535_S133_F160 	 RK_MNTN_SPTT_FFR
rocky_outcrop 	 R200_O326 	 RK_OTKRP
rocky_planet 	 R200_P453 	 RK_PLNT
rocky_reef 	 R200_R100 	 RK_RF
rocky_ridge 	 R200_R320 	 RK_RJ
rocky_sharpe 	 R200_S610 	 RK_XRP
rocky_shore 	 R200_S600 	 RK_XR
rocky_shoreline 	 R200_S645 	 RK_XRLN
rocky_soil 	 R200_S400 	 RK_SL
rococo_architecture 	 R220_A623 	 RKK_ARXTKTR
rod 	 R300 	 RT
rod_jetton 	 R300_J350 	 RT_JTN
rod_mckuen 	 R300_M250 	 RT_MKN
rod_serling_night 	 R300_S645_N230 	 RT_SRLNK_NT
rod_shaped_bacteria 	 R300_S130_B236 	 RT_XPT_BKTR
rod_shaped_bacterium 	 R300_S130_B236 	 RT_XPT_BKTRM
rod_weeder 	 R300_W360 	 RT_WTR
roddick 	 R320 	 RTK
roddy_white 	 R300_W300 	 RT_WT
rodent 	 R353 	 RTNT
rodent_infestation 	 R353_I512 	 RTNT_INFSTXN
rodeo 	 R300 	 RT
rodeo_arena 	 R300_A650 	 RT_ARN
rodeo_association 	 R300_A223 	 RT_ASXXN
rodeo_circuit 	 R300_C623 	 RT_SRKT
rodeo_cowboy 	 R300_C100 	 RT_KB
rodeo_rider 	 R300_R360 	 RT_RTR
roderick_strong 	 R362_S365 	 RTRK_STRNK
rodina_motherland 	 R350_M364 	 RTN_M0RLNT
rodrigo_borgia 	 R362_B620 	 RTRK_BRJ
rodya 	 R300 	 RTY
roe 	 R000 	 R
roer_river 	 R600_R160 	 RR_RFR
roeselare 	 R246 	 RSLR
rogue 	 R200 	 RK
rogue_gallery 	 R200_G460 	 RK_KLR
rogue_planet 	 R200_P453 	 RK_PLNT
rogue_regime 	 R200_R250 	 RK_RJM
roguery 	 R260 	 RKR
roguish 	 R220 	 RKX
roguishness 	 R225 	 RKXNS
rohypnol 	 R154 	 RPNL
roidmude 	 R353 	 RTMT
roil 	 R400 	 RL
roister 	 R236 	 RSTR
rojo 	 R200 	 RJ
rolandine 	 R453 	 RLNTN
role 	 R400 	 RL
role_model 	 R400_M340 	 RL_MTL
role_play 	 R400_P400 	 RL_PL
role_player 	 R400_P460 	 RL_PLYR
roll 	 R400 	 RL
roll_away 	 R400_A000 	 RL_AW
roll_ball 	 R400_B400 	 RL_BL
roll_call_vote 	 R400_C400_V300 	 RL_KL_FT
roll_dice 	 R400_D200 	 RL_TS
roll_downhill 	 R400_D540 	 RL_TNHL
roll_off_roro 	 R400_O100_R600 	 RL_OF_RR
roll_over 	 R400_O160 	 RL_OFR
roll_royce_ghost 	 R400_R200_G230 	 RL_RS_HST
roll_royce_phantom 	 R400_R200_P535 	 RL_RS_FNTM
roll_royce_silver 	 R400_R200_S416 	 RL_RS_SLFR
roll_royce_silver_wraith 	 R400_R200_S416_W630 	 RL_RS_SLFR_R0
roll_up 	 R400_U100 	 RL_UP
rolled 	 R430 	 RLT
rolled_cigarette 	 R430_C263 	 RLT_SKRT
rolled_homogeneous_armour_rha 	 R430_H525_A656_R000 	 RLT_HMJNS_ARMR_RH
rolled_onto 	 R430_O530 	 RLT_ONT
rolled_towel 	 R430_T400 	 RLT_TWL
roller 	 R460 	 RLR
roller-coaster 	 R462 	 RLRKSTR
roller_blade 	 R460_B430 	 RLR_BLT
roller_coaster 	 R460_C236 	 RLR_KSTR
roller_coaster_ride 	 R460_C236_R300 	 RLR_KSTR_RT
roller_mill 	 R460_M400 	 RLR_ML
roller_rink 	 R460_R520 	 RLR_RNK
roller_skate 	 R460_S300 	 RLR_SKT
roller_skating 	 R460_S352 	 RLR_SKTNK
roller_skating_rink 	 R460_S352_R520 	 RLR_SKTNK_RNK
rollerblade 	 R461 	 RLRBLT
rollercoaster 	 R462 	 RLRKSTR
rollercoaster_ride 	 R462_R300 	 RLRKSTR_RT
rollerskate 	 R462 	 RLRSKT
rollicking 	 R425 	 RLKNK
rolling 	 R452 	 RLNK
rolling_downhill 	 R452_D540 	 RLNK_TNHL
rolling_friction 	 R452_F623 	 RLNK_FRKXN
rolling_hitch 	 R452_H320 	 RLNK_HX
rolling_mill 	 R452_M400 	 RLNK_ML
rolling_resistance 	 R452_R223 	 RLNK_RSSTNS
rolling_stock 	 R452_S320 	 RLNK_STK
rolling_stone 	 R452_S350 	 RLNK_STN
rolling_stone_critic 	 R452_S350_C632 	 RLNK_STN_KRTK
rolling_stone_journalist 	 R452_S350_J654 	 RLNK_STN_JRNLST
rolling_stone_magazine 	 R452_S350_M225 	 RLNK_STN_MKSN
rolling_stone_writer 	 R452_S350_W636 	 RLNK_STN_RTR
roly-poly 	 R414 	 RLPL
rom_com 	 R500_C500 	 RM_KM
rom_terminus 	 R500_T655 	 RM_TRMNS
rom_tiburtina 	 R500_T163 	 RM_TBRTN
romain_pizzi 	 R550_P200 	 RMN_PS
romaine_lettuce 	 R550_L320 	 RMN_LTS
roman 	 R550 	 RMN
roman_alphabet 	 R550_A411 	 RMN_ALFBT
roman_arch 	 R550_A620 	 RMN_ARX
roman_bath_museum 	 R550_B300_M250 	 RMN_B0_MSM
roman_catholic 	 R550_C342 	 RMN_K0LK
roman_catholic_cemetery 	 R550_C342_C536 	 RMN_K0LK_SMTR
roman_catholic_church 	 R550_C342_C620 	 RMN_K0LK_XRX
roman_catholic_clergy 	 R550_C342_C462 	 RMN_K0LK_KLRJ
roman_catholic_doctrine 	 R550_C342_D236 	 RMN_K0LK_TKTRN
roman_catholic_hierarchy 	 R550_C342_H662 	 RMN_K0LK_HRRX
roman_catholic_priest 	 R550_C342_P623 	 RMN_K0LK_PRST
roman_catholic_priesthood 	 R550_C342_P623 	 RMN_K0LK_PRS0T
roman_catholic_theologian 	 R550_C342_T425 	 RMN_K0LK_0LJN
roman_catholic_theology 	 R550_C342_T420 	 RMN_K0LK_0LJ
roman_catholicism 	 R550_C342 	 RMN_K0LSSM
roman_civilization 	 R550_C142 	 RMN_SFLSXN
roman_cursive 	 R550_C621 	 RMN_KRSF
roman_empire 	 R550_E516 	 RMN_EMPR
roman_forum 	 R550_F650 	 RMN_FRM
roman_glick 	 R550_G420 	 RMN_KLK
roman_imperial 	 R550_I516 	 RMN_IMPRL
roman_inquisition 	 R550_I522 	 RMN_INKSXN
roman_martyr 	 R550_M636 	 RMN_MRTR
roman_nose 	 R550_N200 	 RMN_NS
roman_numeral 	 R550_N564 	 RMN_NMRL
roman_pontifical 	 R550_P531 	 RMN_PNTFKL
roman_republic 	 R550_R114 	 RMN_RPBLK
roman_triumphal_arch 	 R550_T651_A620 	 RMN_TRMFL_ARX
romance 	 R552 	 RMNS
romance_fiction 	 R552_F235 	 RMNS_FKXN
romance_genre 	 R552_G560 	 RMNS_JNR
romance_novel 	 R552_N140 	 RMNS_NFL
romancer 	 R552 	 RMNSR
romanesque_architecture 	 R552_A623 	 RMNSK_ARXTKTR
romanesque_building 	 R552_B435 	 RMNSK_BLTNK
romanesque_revival 	 R552_R114 	 RMNSK_RFFL
romani_gypsy 	 R550_G120 	 RMN_JPS
romanian_communist 	 R555_C552 	 RMNN_KMNST
romanian_politician 	 R555_P432 	 RMNN_PLTXN
romantic 	 R553 	 RMNTK
romantic_adventure 	 R553_A315 	 RMNTK_ATFNTR
romantic_affair 	 R553_A160 	 RMNTK_AFR
romantic_atmosphere 	 R553_A352 	 RMNTK_ATMSFR
romantic_attraction 	 R553_A362 	 RMNTK_ATRKXN
romantic_comedy 	 R553_C530 	 RMNTK_KMT
romantic_date 	 R553_D300 	 RMNTK_TT
romantic_dinner 	 R553_D560 	 RMNTK_TNR
romantic_epic 	 R553_E120 	 RMNTK_EPK
romantic_fantasy 	 R553_F532 	 RMNTK_FNTS
romantic_fascination 	 R553_F253 	 RMNTK_FSSNXN
romantic_getaway 	 R553_G300 	 RMNTK_JTW
romantic_idealism 	 R553_I342 	 RMNTK_ITLSM
romantic_intrigue 	 R553_I536 	 RMNTK_INTRK
romantic_love 	 R553_L100 	 RMNTK_LF
romantic_mood 	 R553_M300 	 RMNTK_MT
romantic_nostalgia 	 R553_N234 	 RMNTK_NSTLJ
romantic_relationship 	 R553_R435 	 RMNTK_RLXNXP
romantic_rival 	 R553_R140 	 RMNTK_RFL
romanticism 	 R553 	 RMNTSSM
romanticist 	 R553 	 RMNTSST
romanticize 	 R553 	 RMNTSS
romanticized 	 R553 	 RMNTSST
romcom 	 R525 	 RMKM
rome 	 R500 	 RM
romema 	 R550 	 RMM
romina_power 	 R550_P600 	 RMN_PWR
romish_church 	 R520_C620 	 RMX_XRX
romp 	 R510 	 RMP
romped_home 	 R513_H500 	 RMPT_HM
ronr 	 R560 	 RNR
ronse 	 R520 	 RNS
rood_loft 	 R300_L130 	 RT_LFT
roof 	 R100 	 RF
roof_hatch 	 R100_H320 	 RF_HX
roof_insulation 	 R100_I524 	 RF_INSLXN
roof_rack 	 R100_R200 	 RF_RK
roof_spoiler 	 R100_S146 	 RF_SPLR
roof_terrace 	 R100_T620 	 RF_TRS
roofer 	 R160 	 RFR
roofless 	 R142 	 RFLS
rooftop 	 R131 	 RFTP
rooftop_bar 	 R131_B600 	 RFTP_BR
rooftop_deck 	 R131_D200 	 RFTP_TK
rooftop_greenhouse 	 R131_G652 	 RFTP_KRNHS
rooftop_patio 	 R131_P300 	 RFTP_PX
rooftop_pool 	 R131_P400 	 RFTP_PL
rooftop_restaurant 	 R131_R236 	 RFTP_RSTRNT
rooftop_terrace 	 R131_T620 	 RFTP_TRS
rook 	 R200 	 RK
rook_pawn 	 R200_P500 	 RK_PN
rookery 	 R260 	 RKR
rookie 	 R200 	 RK
rookie_mini 	 R200_M500 	 RK_MN
rookie_pitcher 	 R200_P326 	 RK_PXR
rool 	 R400 	 RL
room 	 R500 	 RM
room_air_conditioner 	 R500_A600_C533 	 RM_AR_KNTXNR
room_amenity_include 	 R500_A553_I524 	 RM_AMNT_INKLT
room_coffee_maker 	 R500_C100_M260 	 RM_KF_MKR
room_divider 	 R500_D136 	 RM_TFTR
room_log_cabin 	 R500_L200_C150 	 RM_LK_KBN
room_part 	 R500_P630 	 RM_PRT
room_shack 	 R500_S200 	 RM_XK
room_temperature 	 R500_T516 	 RM_TMPRTR
roomba 	 R510 	 RMB
roomette 	 R530 	 RMT
rooming_house 	 R552_H200 	 RMNK_HS
roommate 	 R530 	 RMT
roomy 	 R500 	 RM
roomy_enough 	 R500_E520 	 RM_EN
roomy_khan 	 R500_K500 	 RM_KHN
roopa 	 R100 	 RP
roosevelt_elk 	 R214_E420 	 RSFLT_ELK
rooster 	 R236 	 RSTR
rooster_comb 	 R236_C510 	 RSTR_KM
root 	 R300 	 RT
root_canal_therapy 	 R300_C540_T610 	 RT_KNL_0RP
root_cause 	 R300_C200 	 RT_KS
root_climber 	 R300_C451 	 RT_KLMBR
root_directory 	 R300_D623 	 RT_TRKTR
root_evil 	 R300_E140 	 RT_EFL
root_on 	 R300_O500 	 RT_ON
root_out 	 R300_O300 	 RT_OT
root_penetration 	 R300_P536 	 RT_PNTRXN
root_vegetable 	 R300_V231 	 RT_FJTBL
rootage 	 R320 	 RTJ
rooter 	 R360 	 RTR
rooter_skunk 	 R360_S520 	 RTR_SKNK
rooting_out 	 R352_O300 	 RTNK_OT
rootsy 	 R320 	 RTS
ropa_vieja 	 R100_V200 	 RP_FJ
ropati 	 R130 	 RPT
rope 	 R100 	 RP
rope-like 	 R142 	 RPLK
rope_tied_around 	 R100_T300_A653 	 RP_TT_ARNT
rope_tow_beginner 	 R100_T000_B256 	 RP_TW_BJNR
roped_into 	 R130_I530 	 RPT_INT
roper 	 R160 	 RPR
roper_starch_worldwide 	 R160_S362_W643 	 RPR_STRX_WRLTWT
ropework 	 R162 	 RPWRK
roquebert 	 R216 	 RKBRT
rorippa 	 R610 	 RRP
rorqual 	 R624 	 RRKL
rorschach_inkblot_test 	 R622_I521_T230 	 RRSXX_INKBLT_TST
rory_bremner 	 R600_B656 	 RR_BRMNR
rosaceae_rose 	 R220_R200 	 RSS_RS
rosae 	 R200 	 RS
rosary 	 R260 	 RSR
rose 	 R200 	 RS
rose_cheeked 	 R200_C230 	 RS_XKT
rose_colored 	 R200_C463 	 RS_KLRT
rose_petal 	 R200_P340 	 RS_PTL
rose_quartz 	 R200_Q632 	 RS_KRTS
rosebud 	 R213 	 RSBT
rosebud_creek 	 R213_C620 	 RSBT_KRK
rosebud_indian_reservation 	 R213_I535_R261 	 RSBT_INTN_RSRFXN
rosebud_reservation 	 R213_R261 	 RSBT_RSRFXN
rosebush 	 R212 	 RSBX
rosedale_cemetery 	 R234_C536 	 RSTL_SMTR
roseola 	 R240 	 RSL
rosette 	 R230 	 RST
rosewood 	 R230 	 RSWT
rosewood_realty_group 	 R230_R430_G610 	 RSWT_RLT_KRP
rosicrucian 	 R226 	 RSKRXN
rosicrucianism 	 R226 	 RSKRXNSM
rosie 	 R200 	 RS
rosilla 	 R240 	 RSL
rosiness 	 R252 	 RSNS
rosita 	 R230 	 RST
rostraria 	 R236 	 RSTRR
rostrata 	 R236 	 RSTRT
rostrum 	 R236 	 RSTRM
rosy 	 R200 	 RS
rosy_faced_lovebird 	 R200_F230_L116 	 RS_FST_LFBRT
rosy_hue 	 R200_H000 	 RS_H
rosy_purple 	 R200_P614 	 RS_PRPL
rosy_tint 	 R200_T530 	 RS_TNT
rot 	 R300 	 RT
rot_resistant 	 R300_R223 	 RT_RSSTNT
rotary_dial 	 R360_D400 	 RTR_TL
rotary_file 	 R360_F400 	 RTR_FL
rotary_hoe 	 R360_H000 	 RTR_H
rotary_motion 	 R360_M350 	 RTR_MXN
rotary_phone 	 R360_P500 	 RTR_FN
rotary_shutter 	 R360_S360 	 RTR_XTR
rotate 	 R330 	 RTT
rotate_clockwise 	 R330_C422 	 RTT_KLKWS
rotate_movement 	 R330_M155 	 RTT_MFMNT
rotating 	 R335 	 RTTNK
rotating_brush 	 R335_B620 	 RTTNK_BRX
rotating_clockwise 	 R335_C422 	 RTTNK_KLKWS
rotating_cylinder 	 R335_C453 	 RTTNK_SLNTR
rotating_disc 	 R335_D200 	 RTTNK_TSK
rotating_machinery 	 R335_M256 	 RTTNK_MXNR
rotating_mirror 	 R335_M660 	 RTTNK_MRR
rotating_shaft 	 R335_S130 	 RTTNK_XFT
rotation 	 R335 	 RTXN
rotational_motion 	 R335_M350 	 RTXNL_MXN
rotational_transform 	 R335_T652 	 RTXNL_TRNSFRM
rotational_velocity 	 R335_V423 	 RTXNL_FLST
rotationally_symmetric 	 R335_S536 	 RTXNL_SMTRK
rotator_cuff 	 R336_C100 	 RTTR_KF
rotator_cuff_injury 	 R336_C100_I526 	 RTTR_KF_INJR
rotator_cuff_tear 	 R336_C100_T600 	 RTTR_KF_TR
rotavirus_infection 	 R316_I512 	 RTFRS_INFKXN
rotavirus_vaccine 	 R316_V250 	 RTFRS_FKSN
rote 	 R300 	 RT
rote_memorization 	 R300_M562 	 RT_MMRSXN
rote_memory 	 R300_M560 	 RT_MMR
rote_recitation 	 R300_R233 	 RT_RSTXN
rote_repetition 	 R300_R133 	 RT_RPTXN
rotgut 	 R323 	 RTKT
roth_ira 	 R300_I600 	 R0_IR
rothbard 	 R316 	 R0BRT
rothmund_thomson_syndrome 	 R355_T525_S536 	 R0MNT_0MSN_SNTRM
rotifer 	 R316 	 RTFR
rotisserie 	 R326 	 RTSR
rotisserie_chicken 	 R326_C250 	 RTSR_XKN
rotor 	 R360 	 RTR
rotor_machine 	 R360_M250 	 RTR_MXN
rotten 	 R350 	 RTN
rotten_egg_odor 	 R350_E200_O360 	 RTN_EK_OTR
rotten_fish 	 R350_F200 	 RTN_FX
rotten_food 	 R350_F300 	 RTN_FT
rotten_fruit 	 R350_F630 	 RTN_FRT
rotten_luck 	 R350_L200 	 RTN_LK
rotten_tomato 	 R350_T530 	 RTN_TMT
rottenness 	 R352 	 RTNS
rotting_away 	 R352_A000 	 RTNK_AW
rotting_fish 	 R352_F200 	 RTNK_FX
rotting_flesh 	 R352_F420 	 RTNK_FLX
rotting_food 	 R352_F300 	 RTNK_FT
rotting_fruit 	 R352_F630 	 RTNK_FRT
rotting_garbage 	 R352_G612 	 RTNK_KRBJ
rotting_meat 	 R352_M300 	 RTNK_MT
rotting_teeth 	 R352_T300 	 RTNK_T0
rotting_vegetation 	 R352_V233 	 RTNK_FJTXN
rotund 	 R353 	 RTNT
rotundifolia 	 R353 	 RTNTFL
rotundity 	 R353 	 RTNTT
rough 	 R200 	 R
rough-and-tumble 	 R253 	 RNTTMBL
rough-cut 	 R223 	 RKT
rough_blazing_star 	 R200_B425_S360 	 R_BLSNK_STR
rough_draft 	 R200_D613 	 R_TRFT
rough_estimate 	 R200_E235 	 R_ESTMT
rough_game 	 R200_G500 	 R_KM
rough_grassland 	 R200_G624 	 R_KRSLNT
rough_hewn 	 R200_H500 	 R_HN
rough_legged_buzzard 	 R200_L230_B263 	 R_LJT_BSRT
rough_legged_hawk 	 R200_L230_H200 	 R_LJT_HK
rough_outline 	 R200_O345 	 R_OTLN
rough_pavement 	 R200_P155 	 R_PFMNT
rough_road 	 R200_R300 	 R_RT
rough_sketch 	 R200_S320 	 R_SKX
rough_sport 	 R200_S163 	 R_SPRT
rough_terrain 	 R200_T650 	 R_TRN
rough_texture 	 R200_T236 	 R_TKSTR
rough_translation 	 R200_T652 	 R_TRNSLXN
roughage 	 R220 	 RHJ
rougher 	 R260 	 RHR
rougher_surface 	 R260_S612 	 RHR_SRFS
roughhewn 	 R250 	 RHN
roughish 	 R220 	 RHX
roughly 	 R240 	 RL
roughly_bounded_by 	 R240_B533_B000 	 RL_BNTT_B
roughly_conical 	 R240_C524 	 RL_KNKL
roughly_cylindrical 	 R240_C453 	 RL_SLNTRKL
roughly_humanoid 	 R240_H553 	 RL_HMNT
roughly_parallel 	 R240_P644 	 RL_PRLL
roughly_perpendicular 	 R240_P615 	 RL_PRPNTKLR
roughly_triangular 	 R240_T652 	 RL_TRNKLR
roughneck 	 R252 	 RNK
roughness 	 R252 	 RNS
roughshod 	 R223 	 RXT
roulette_table 	 R430_T140 	 RLT_TBL
roulette_wheel 	 R430_W400 	 RLT_WL
roulotte 	 R430 	 RLT
roum 	 R500 	 RM
roumanian_american 	 R555_A562 	 RMNN_AMRKN
round 	 R530 	 RNT
round-about 	 R531 	 RNTBT
round-by-round 	 R531 	 RNTBRNT
round-table 	 R533 	 RNTTBL
round_ball 	 R530_B400 	 RNT_BL
round_bread 	 R530_B630 	 RNT_BRT
round_brush 	 R530_B620 	 RNT_BRX
round_figure 	 R530_F260 	 RNT_FKR
round_flat 	 R530_F430 	 RNT_FLT
round_fruit 	 R530_F630 	 RNT_FRT
round_hand 	 R530_H530 	 RNT_HNT
round_ko 	 R530_K000 	 RNT_K
round_leaved_pigface 	 R530_L130_P212 	 RNT_LFT_PKFS
round_leaved_sundew 	 R530_L130_S530 	 RNT_LFT_SNTW
round_leaved_sundew_drosera 	 R530_L130_S530_D626 	 RNT_LFT_SNTW_TRSR
round_metal 	 R530_M340 	 RNT_MTL
round_orb 	 R530_O610 	 RNT_ORB
round_pastry 	 R530_P236 	 RNT_PSTR
round_rear_naked 	 R530_R600_N230 	 RNT_RR_NKT
round_shape 	 R530_S100 	 RNT_XP
round_table 	 R530_T140 	 RNT_TBL
round_technical_knockout 	 R530_T252_K523 	 RNT_TXNKL_NKT
round_tko 	 R530_T200 	 RNT_TK
round_top 	 R530_T100 	 RNT_TP
round_trip 	 R530_T610 	 RNT_TRP
round_trip_excursion 	 R530_T610_E262 	 RNT_TRP_EKSKRXN
round_trip_fare 	 R530_T610_F600 	 RNT_TRP_FR
round_trip_journey 	 R530_T610_J650 	 RNT_TRP_JRN
round_trip_ticket 	 R530_T610_T230 	 RNT_TRP_TKT
round_trip_transportation 	 R530_T610_T652 	 RNT_TRP_TRNSPRTXN
round_trip_travel 	 R530_T610_T614 	 RNT_TRP_TRFL
round_white 	 R530_W300 	 RNT_WT
roundabout 	 R531 	 RNTBT
rounded 	 R533 	 RNTT
rounded_rectangle 	 R533_R235 	 RNTT_RKTNKL
rounded_shape 	 R533_S100 	 RNTT_XP
rounded_snout 	 R533_S530 	 RNTT_SNT
rounded_tail 	 R533_T400 	 RNTT_TL
roundedal 	 R533 	 RNTTL
roundhouse_kick 	 R532_K200 	 RNTHS_KK
roundleaf 	 R534 	 RNTLF
roundly 	 R534 	 RNTL
roundness 	 R535 	 RNTNS
roundtable 	 R531 	 RNTTBL
roundtable_discussion 	 R531_D225 	 RNTTBL_TSKXN
roundtail_chub 	 R534_C100 	 RNTTL_XB
